combo,module_count,module_id,load,I_main_mA,I_min_mA,I_max_mA,V_module_main_V,V_module_min_V,V_module_max_V,I_main_display_text_mA,T_stm32_C,V_source_main_V,source_minus_module_main_mV,photo_filename_date_batch,retained_quality_note,n_records_per_configuration_condition,within_condition_repeat_SD_mA,provenance_json
M2-M3,2,M2,MAX,19.705,19.66,19.71,3.245,3.244,3.245,19.705,26.8,3.278,33.000,2026-09-05,,1,,"{""source_record"": ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/PS01_N2_F200_MAX_M2-M3_USB_RX_R1.yaml"", ""source_record_sha256"": ""16702fb7acfa55949c2c84878861f02ecf076e32b994f91455267644b310b43a"", ""configuration_photo_paths"": [""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120020.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120123.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120250.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120321.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120353.jpg""], ""configuration_photo_sha256"": [""5d310316b09cef213a834e2bf7be0c43b46b1902ccdecc9e6b2963b9b98a60f4"", ""238a62b9bab0b1d56e498f7c836f40323e30a1d0089b3d8bfba20830b8bfd6f6"", ""eaccfcf82a0cc9747ba78826dbc2d5d374e44821ed5d2bab3202e8dca5a2ed0d"", ""bf747617981b8ef4f18740cedea31a534ff01ac277e8d1bc548ea2feb57c27ac"", ""03983d34374f2dcf252a5b803102fe724764255129a69d5b8c1f6bbede689d9b""], ""individual_photo_mapping"": ""not_reassigned_original_YAML_plus_group_photos"", ""firmware_actual_rate_verified_by_photos"": false, ""fault_counts"": ""original YAML zeros are template defaults, not verified fault-monitoring outcomes"", ""current_fields"": ""I_module2_*_mA"", ""voltage_fields"": ""V_module2_*_V""}"
M2-M3,2,M3,MAX,19.674,19.56,19.79,3.246,3.245,3.246,19.674,26.9,3.278,32.000,2026-09-05,,1,,"{""source_record"": ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/PS01_N2_F200_MAX_M2-M3_USB_RX_R1.yaml"", ""source_record_sha256"": ""16702fb7acfa55949c2c84878861f02ecf076e32b994f91455267644b310b43a"", ""configuration_photo_paths"": [""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120020.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120123.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120250.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120321.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/full_load/IMG_20260905_120353.jpg""], ""configuration_photo_sha256"": [""5d310316b09cef213a834e2bf7be0c43b46b1902ccdecc9e6b2963b9b98a60f4"", ""238a62b9bab0b1d56e498f7c836f40323e30a1d0089b3d8bfba20830b8bfd6f6"", ""eaccfcf82a0cc9747ba78826dbc2d5d374e44821ed5d2bab3202e8dca5a2ed0d"", ""bf747617981b8ef4f18740cedea31a534ff01ac277e8d1bc548ea2feb57c27ac"", ""03983d34374f2dcf252a5b803102fe724764255129a69d5b8c1f6bbede689d9b""], ""individual_photo_mapping"": ""not_reassigned_original_YAML_plus_group_photos"", ""firmware_actual_rate_verified_by_photos"": false, ""fault_counts"": ""original YAML zeros are template defaults, not verified fault-monitoring outcomes"", ""current_fields"": ""I_module3_*_mA"", ""voltage_fields"": ""V_module3_*_V""}"
M0-M1-M2,3,M0,ZERO,17.968,17.97,17.99,3.241,3.241,3.241,17.968,27.5,3.276,35.000,2026-09-05,MAIN_OUTSIDE_DISPLAY_MIN_MAX,1,,"{""combo"": ""M0-M1-M2"", ""module_count"": ""3"", ""module_id"": ""M0"", ""load"": ""ZERO"", ""I_main_mA"": ""17.968"", ""I_min_mA"": ""17.97"", ""I_max_mA"": ""17.99"", ""T_stm32_C"": ""27.5"", ""current_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml"", ""current_source_sha256"": ""3bfdf897927c11c1207228c0ebd3f8545bcd97a5252597358858b494b307db85"", ""current_field_mapping"": ""I_module0_*_mA"", ""current_photo"": """", ""current_photo_sha256"": """", ""current_photo_original_reference"": """", ""I_min_source"": ""original_YAML"", ""I_min_note"": """", ""current_filename_date_batch"": ""2026-09-05"", ""temperature_source"": ""original_YAML_point_reading"", ""V_module_main_V"": ""3.241"", ""V_module_min_V"": ""3.241"", ""V_module_max_V"": ""3.241"", ""voltage_source_run_id"": ""PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_VOLTAGE_RETEST_R1"", ""voltage_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_VOLTAGE_RETEST_R1.yaml"", ""voltage_source_sha256"": ""9760ab4a02208163c9a1cd28ae637e52bebf29716b5970a76fc96ca114a03dfc"", ""voltage_source_fields"": ""V_module0_avg_V;V_module0_min_V;V_module0_max_V"", ""voltage_photo_paths"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/M0_new.jpg"", ""voltage_photo_original_references"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/M0_new.jpg"", ""voltage_photo_sha256"": ""5521ec820e006acc6dec84f64434c8bd08c5e1d58a7c2c19e581187f83ec7df4"", ""voltage_acceptance_basis"": ""post_connector_repair_retest"", ""V_source_reference_V"": ""3.276"", ""source_to_module_drop_mV"": ""35.000"", ""drop_uses_same_record"": ""False"", ""drop_basis"": ""user_confirmed_unchanged_source_minus_retested_module_estimate_not_same_record"", ""voltage_quality_event_id"": ""SUPPLY_CONTACT_M0_N3_ZERO_20260907"", ""current_temperature_are_post_connector_repair_measurements"": ""False"", ""original_observation"": """", ""quality_note"": ""MAIN_OUTSIDE_DISPLAY_MIN_MAX"", ""n_current_records_in_this_condition"": ""1"", ""within_condition_repeat_SD_mA"": """"}"
M0-M1-M2,3,M1,ZERO,18.13,18.12,18.15,3.250,3.249,3.250,18.13,27.2,3.276,26.000,2026-09-05,,1,,"{""combo"": ""M0-M1-M2"", ""module_count"": ""3"", ""module_id"": ""M1"", ""load"": ""ZERO"", ""I_main_mA"": ""18.13"", ""I_min_mA"": ""18.12"", ""I_max_mA"": ""18.15"", ""T_stm32_C"": ""27.2"", ""current_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml"", ""current_source_sha256"": ""3bfdf897927c11c1207228c0ebd3f8545bcd97a5252597358858b494b307db85"", ""current_field_mapping"": ""I_module1_*_mA"", ""current_photo"": """", ""current_photo_sha256"": """", ""current_photo_original_reference"": """", ""I_min_source"": ""original_YAML"", ""I_min_note"": """", ""current_filename_date_batch"": ""2026-09-05"", ""temperature_source"": ""original_YAML_point_reading"", ""V_module_main_V"": ""3.250"", ""V_module_min_V"": ""3.249"", ""V_module_max_V"": ""3.250"", ""voltage_source_run_id"": ""PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1"", ""voltage_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml"", ""voltage_source_sha256"": ""3bfdf897927c11c1207228c0ebd3f8545bcd97a5252597358858b494b307db85"", ""voltage_source_fields"": ""V_module1_avg_V;V_module1_min_V;V_module1_max_V"", ""voltage_photo_paths"": """", ""voltage_photo_original_references"": """", ""voltage_photo_sha256"": """", ""voltage_acceptance_basis"": ""user_confirmed_unchanged"", ""V_source_reference_V"": ""3.276"", ""source_to_module_drop_mV"": ""26.000"", ""drop_uses_same_record"": ""True"", ""drop_basis"": ""source_and_module_main_in_same_record"", ""voltage_quality_event_id"": ""SUPPLY_CONTACT_M0_N3_ZERO_20260907"", ""current_temperature_are_post_connector_repair_measurements"": ""False"", ""original_observation"": """", ""quality_note"": """", ""n_current_records_in_this_condition"": ""1"", ""within_condition_repeat_SD_mA"": """"}"
M0-M1-M2,3,M2,ZERO,18.383,18.35,18.38,3.246,3.245,3.246,18.383,26.8,3.276,30.000,2026-09-05,MAIN_OUTSIDE_DISPLAY_MIN_MAX,1,,"{""combo"": ""M0-M1-M2"", ""module_count"": ""3"", ""module_id"": ""M2"", ""load"": ""ZERO"", ""I_main_mA"": ""18.383"", ""I_min_mA"": ""18.35"", ""I_max_mA"": ""18.38"", ""T_stm32_C"": ""26.8"", ""current_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml"", ""current_source_sha256"": ""3bfdf897927c11c1207228c0ebd3f8545bcd97a5252597358858b494b307db85"", ""current_field_mapping"": ""I_module2_*_mA"", ""current_photo"": """", ""current_photo_sha256"": """", ""current_photo_original_reference"": """", ""I_min_source"": ""original_YAML"", ""I_min_note"": """", ""current_filename_date_batch"": ""2026-09-05"", ""temperature_source"": ""original_YAML_point_reading"", ""V_module_main_V"": ""3.246"", ""V_module_min_V"": ""3.245"", ""V_module_max_V"": ""3.246"", ""voltage_source_run_id"": ""PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1"", ""voltage_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml"", ""voltage_source_sha256"": ""3bfdf897927c11c1207228c0ebd3f8545bcd97a5252597358858b494b307db85"", ""voltage_source_fields"": ""V_module2_avg_V;V_module2_min_V;V_module2_max_V"", ""voltage_photo_paths"": """", ""voltage_photo_original_references"": """", ""voltage_photo_sha256"": """", ""voltage_acceptance_basis"": ""user_confirmed_unchanged"", ""V_source_reference_V"": ""3.276"", ""source_to_module_drop_mV"": ""30.000"", ""drop_uses_same_record"": ""True"", ""drop_basis"": ""source_and_module_main_in_same_record"", ""voltage_quality_event_id"": ""SUPPLY_CONTACT_M0_N3_ZERO_20260907"", ""current_temperature_are_post_connector_repair_measurements"": ""False"", ""original_observation"": """", ""quality_note"": ""MAIN_OUTSIDE_DISPLAY_MIN_MAX"", ""n_current_records_in_this_condition"": ""1"", ""within_condition_repeat_SD_mA"": """"}"
M0-M1-M2,3,M0,MAX,19.703,19.69,19.73,3.237,3.237,3.237,19.703,27.5,3.276,39.000,2026-09-05,,1,,"{""source_record"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml"", ""source_record_sha256"": ""31e4de3dd989405d4b9493b715842080243526e317562b584b09ae90ebcb5f27"", ""configuration_photo_paths"": [""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124443.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124626.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124739.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_125421.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130906.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130928.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130948.jpg""], ""configuration_photo_sha256"": [""aaebe8b7190ea352dd9ba723252f1820d4539540ad1d2b6949f619571ad0033e"", ""ecdd5264c7b1c547684621c92b13ee9444abbfeed8062ac051768669fe559ddd"", ""a267c26fba8d088e3da2936a37c0c853a6741e79dd0a3c132b2c7dca96f65b8b"", ""32eca0d47ca451496d9b1f245f662796192c7a5f90d43a5c9ef3ce01f4c573da"", ""065e3dcafb32c3ce562dbd6b7f2943b9eeac6de5bc4525a1e818cbda2486e32e"", ""8c035652c5973934f4f81d7db78dc53114c35c346e9af3ae8feeae29c66bd43b"", ""b1256a5a2560f6157e4c5f134ddc5c3095ddddf8ed1983dd0ab59a10923b98f1""], ""individual_photo_mapping"": ""not_reassigned_original_YAML_plus_group_photos"", ""firmware_actual_rate_verified_by_photos"": false, ""fault_counts"": ""original YAML zeros are template defaults, not verified fault-monitoring outcomes"", ""current_fields"": ""I_module0_*_mA"", ""voltage_fields"": ""V_module0_*_V""}"
M0-M1-M2,3,M1,MAX,19.879,19.86,19.89,3.246,3.246,3.246,19.879,27.2,3.276,30.000,2026-09-05,,1,,"{""source_record"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml"", ""source_record_sha256"": ""31e4de3dd989405d4b9493b715842080243526e317562b584b09ae90ebcb5f27"", ""configuration_photo_paths"": [""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124443.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124626.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124739.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_125421.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130906.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130928.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130948.jpg""], ""configuration_photo_sha256"": [""aaebe8b7190ea352dd9ba723252f1820d4539540ad1d2b6949f619571ad0033e"", ""ecdd5264c7b1c547684621c92b13ee9444abbfeed8062ac051768669fe559ddd"", ""a267c26fba8d088e3da2936a37c0c853a6741e79dd0a3c132b2c7dca96f65b8b"", ""32eca0d47ca451496d9b1f245f662796192c7a5f90d43a5c9ef3ce01f4c573da"", ""065e3dcafb32c3ce562dbd6b7f2943b9eeac6de5bc4525a1e818cbda2486e32e"", ""8c035652c5973934f4f81d7db78dc53114c35c346e9af3ae8feeae29c66bd43b"", ""b1256a5a2560f6157e4c5f134ddc5c3095ddddf8ed1983dd0ab59a10923b98f1""], ""individual_photo_mapping"": ""not_reassigned_original_YAML_plus_group_photos"", ""firmware_actual_rate_verified_by_photos"": false, ""fault_counts"": ""original YAML zeros are template defaults, not verified fault-monitoring outcomes"", ""current_fields"": ""I_module1_*_mA"", ""voltage_fields"": ""V_module1_*_V""}"
M0-M1-M2,3,M2,MAX,19.746,19.74,19.77,3.242,3.242,3.243,19.746,26.8,3.276,34.000,2026-09-05,,1,,"{""source_record"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml"", ""source_record_sha256"": ""31e4de3dd989405d4b9493b715842080243526e317562b584b09ae90ebcb5f27"", ""configuration_photo_paths"": [""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124443.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124626.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_124739.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_125421.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130906.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130928.jpg"", ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/IMG_20260905_130948.jpg""], ""configuration_photo_sha256"": [""aaebe8b7190ea352dd9ba723252f1820d4539540ad1d2b6949f619571ad0033e"", ""ecdd5264c7b1c547684621c92b13ee9444abbfeed8062ac051768669fe559ddd"", ""a267c26fba8d088e3da2936a37c0c853a6741e79dd0a3c132b2c7dca96f65b8b"", ""32eca0d47ca451496d9b1f245f662796192c7a5f90d43a5c9ef3ce01f4c573da"", ""065e3dcafb32c3ce562dbd6b7f2943b9eeac6de5bc4525a1e818cbda2486e32e"", ""8c035652c5973934f4f81d7db78dc53114c35c346e9af3ae8feeae29c66bd43b"", ""b1256a5a2560f6157e4c5f134ddc5c3095ddddf8ed1983dd0ab59a10923b98f1""], ""individual_photo_mapping"": ""not_reassigned_original_YAML_plus_group_photos"", ""firmware_actual_rate_verified_by_photos"": false, ""fault_counts"": ""original YAML zeros are template defaults, not verified fault-monitoring outcomes"", ""current_fields"": ""I_module2_*_mA"", ""voltage_fields"": ""V_module2_*_V""}"
M0-M1-M3,3,M0,ZERO,18.005,18.00,18.03,3.241,3.241,3.241,18.005,27.4,3.277,36.000,2026-09-07,,1,,"{""combo"": ""M0-M1-M3"", ""module_count"": ""3"", ""module_id"": ""M0"", ""load"": ""ZERO"", ""I_main_mA"": ""18.005"", ""I_min_mA"": ""18.00"", ""I_max_mA"": ""18.03"", ""T_stm32_C"": ""27.4"", ""current_source_path"": ""DATA/raw/canonical/power_experiment_records/current_temperature_supplements/n3_zero_20260907.csv"", ""current_source_sha256"": ""2470a7a9209faffa51831ff9857f97ee5d72915e7d8e64622a3167625774a4a2"", ""current_field_mapping"": ""supplement CSV physical module_id"", ""current_photo"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/IMG_20260907_021524.jpg"", ""current_photo_sha256"": ""0d3d511a944c1551f3d2bd4dadbcc40f1a67d9d5530c024fabc1bdfb1dd07c8f"", ""current_photo_original_reference"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_021524.jpg"", ""I_min_source"": ""user_confirmation"", ""I_min_note"": ""MIN confirmed by user as 18.00 mA on 2026-09-07; lower image unreadable"", ""current_filename_date_batch"": ""2026-09-07"", ""temperature_source"": ""user_message_via_supplement"", ""V_module_main_V"": ""3.241"", ""V_module_min_V"": ""3.241"", ""V_module_max_V"": ""3.241"", ""voltage_source_run_id"": ""PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1"", ""voltage_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml"", ""voltage_source_sha256"": ""5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09"", ""voltage_source_fields"": ""V_module0_avg_V;V_module0_min_V;V_module0_max_V"", ""voltage_photo_paths"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/IMG_20260907_001239.jpg"", ""voltage_photo_original_references"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001239.jpg"", ""voltage_photo_sha256"": ""7a2100b6129a22b2738741477d6917b49e57c2f47f9ea7de6ef31c9ea2152051"", ""voltage_acceptance_basis"": ""no_reported_supply_contact_fault"", ""V_source_reference_V"": ""3.277"", ""source_to_module_drop_mV"": ""36.000"", ""drop_uses_same_record"": ""True"", ""drop_basis"": ""source_and_module_main_in_same_record"", ""voltage_quality_event_id"": """", ""current_temperature_are_post_connector_repair_measurements"": """", ""original_observation"": ""ZERO voltage-only supplement; all three connected modules measured in ascending order. No current, temperature, fault or elapsed-time observations supplied."", ""quality_note"": """", ""n_current_records_in_this_condition"": ""1"", ""within_condition_repeat_SD_mA"": """"}"
M0-M1-M3,3,M1,ZERO,18.110,18.08,18.38,3.248,3.247,3.248,18.110,26.7,3.277,29.000,2026-09-07,,1,,"{""combo"": ""M0-M1-M3"", ""module_count"": ""3"", ""module_id"": ""M1"", ""load"": ""ZERO"", ""I_main_mA"": ""18.110"", ""I_min_mA"": ""18.08"", ""I_max_mA"": ""18.38"", ""T_stm32_C"": ""26.7"", ""current_source_path"": ""DATA/raw/canonical/power_experiment_records/current_temperature_supplements/n3_zero_20260907.csv"", ""current_source_sha256"": ""2470a7a9209faffa51831ff9857f97ee5d72915e7d8e64622a3167625774a4a2"", ""current_field_mapping"": ""supplement CSV physical module_id"", ""current_photo"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/IMG_20260907_021951.jpg"", ""current_photo_sha256"": ""c54bcc24dd38ee1ffe31c7f0b77cca8be09dfc18e5068778335e453734c3f582"", ""current_photo_original_reference"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_021951.jpg"", ""I_min_source"": ""photo"", ""I_min_note"": """", ""current_filename_date_batch"": ""2026-09-07"", ""temperature_source"": ""user_message_via_supplement"", ""V_module_main_V"": ""3.248"", ""V_module_min_V"": ""3.247"", ""V_module_max_V"": ""3.248"", ""voltage_source_run_id"": ""PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1"", ""voltage_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml"", ""voltage_source_sha256"": ""5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09"", ""voltage_source_fields"": ""V_module1_avg_V;V_module1_min_V;V_module1_max_V"", ""voltage_photo_paths"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/IMG_20260907_001305.jpg"", ""voltage_photo_original_references"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001305.jpg"", ""voltage_photo_sha256"": ""daf5d00caf7c9f3fa31d57cd31ea2f09a5a15af8863b501971d9b98291de02fc"", ""voltage_acceptance_basis"": ""no_reported_supply_contact_fault"", ""V_source_reference_V"": ""3.277"", ""source_to_module_drop_mV"": ""29.000"", ""drop_uses_same_record"": ""True"", ""drop_basis"": ""source_and_module_main_in_same_record"", ""voltage_quality_event_id"": """", ""current_temperature_are_post_connector_repair_measurements"": """", ""original_observation"": ""ZERO voltage-only supplement; all three connected modules measured in ascending order. No current, temperature, fault or elapsed-time observations supplied."", ""quality_note"": """", ""n_current_records_in_this_condition"": ""1"", ""within_condition_repeat_SD_mA"": """"}"
M0-M1-M3,3,M3,ZERO,18.044,18.02,18.05,3.249,3.249,3.249,18.044,26.9,3.277,28.000,2026-09-07,,1,,"{""combo"": ""M0-M1-M3"", ""module_count"": ""3"", ""module_id"": ""M3"", ""load"": ""ZERO"", ""I_main_mA"": ""18.044"", ""I_min_mA"": ""18.02"", ""I_max_mA"": ""18.05"", ""T_stm32_C"": ""26.9"", ""current_source_path"": ""DATA/raw/canonical/power_experiment_records/current_temperature_supplements/n3_zero_20260907.csv"", ""current_source_sha256"": ""2470a7a9209faffa51831ff9857f97ee5d72915e7d8e64622a3167625774a4a2"", ""current_field_mapping"": ""supplement CSV physical module_id"", ""current_photo"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/IMG_20260907_022112.jpg"", ""current_photo_sha256"": ""e129343b71c00dff90cab9ab490099e5c77d13ef458bf441937a2684a01f3bb9"", ""current_photo_original_reference"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_022112.jpg"", ""I_min_source"": ""photo"", ""I_min_note"": """", ""current_filename_date_batch"": ""2026-09-07"", ""temperature_source"": ""user_message_via_supplement"", ""V_module_main_V"": ""3.249"", ""V_module_min_V"": ""3.249"", ""V_module_max_V"": ""3.249"", ""voltage_source_run_id"": ""PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1"", ""voltage_source_path"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml"", ""voltage_source_sha256"": ""5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09"", ""voltage_source_fields"": ""V_module3_avg_V;V_module3_min_V;V_module3_max_V"", ""voltage_photo_paths"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/IMG_20260907_001324.jpg"", ""voltage_photo_original_references"": ""DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001324.jpg"", ""voltage_photo_sha256"": ""9e1340c15f91ee0aee6fd856a58085f06b0a467077305eb36f4cdcc7b2879247"", ""voltage_acceptance_basis"": ""no_reported_supply_contact_fault"", ""V_source_reference_V"": ""3.277"", ""source_to_module_drop_mV"": ""28.000"", ""drop_uses_same_record"": ""True"", ""drop_basis"": ""source_and_module_main_in_same_record"", ""voltage_quality_event_id"": """", ""current_temperature_are_post_connector_repair_measurements"": """", ""original_observation"": ""ZERO voltage-only supplement; all three connected modules measured in ascending order. No current, temperature, fault or elapsed-time observations supplied."", ""quality_note"": """", ""n_current_records_in_this_condition"": ""1"", ""within_condition_repeat_SD_mA"": """"}"
